15,2013,HiPC,"Transaction scheduling using conflict avoidance and Contention Intensity.",UNESP+UNICAMP,Marcio Machado Pereira; Alexandro Baldassin; Guido Araujo; Luiz Eduardo Buzato
16,2014,HiPC,"Saving energy by exploiting residual imbalances on iterative applications.",UFSC+UFRGS,Edson L. Padoin; Márcio Bastos Castro; Laércio Lima Pilla; Philippe Olivier Alexandre Navaux; Jean-François Méhaut
17,2015,HiPC,"A Simple BSP-based Model to Predict Execution Time in GPU Applications.",USP+UFABC,Marcos Amaris; Daniel Cordeiro; Alfredo Goldman; Raphael Y. de Camargo
18,2015,HiPC,"Parallel Megabase DNA Sequence Comparison with OpenCL.",UnB,Marco Antonio C. de Figueiredo; Edans F. de O. Sandes; Alba Cristina Magalhaes Alves de Melo
19,2016,HiPC,"An Alternative Approach of the SPIKE Preconditioner for Finite Element Analysis.",UFES,Leonardo Muniz de Lima; Brenno Albino Lugon; Lucia Catabriga
20,2016,HiPC,"MEC: The Memory Elasticity Controller.",UFF,Roberto Sawamura; Cristina Boeres; Vinod E. F. Rebello
21,2013,ICPP,"A NUMA-Aware Runtime Environment for the Actor Model.",USP,Emilio Francesquini; Alfredo Goldman; Jean-François Méhaut
22,2014,ICPP,"Measuring Effective Work to Reward Success in Dynamic Transaction Scheduling.",UNICAMP,Marcio Machado Pereira; José Nelson Amaral; Guido Araujo
23,2017,ICPP,"The Cloud as an OpenMP Offloading Device.",UNICAMP,Hervé Yviquel; Guido Araujo
24,2017,ICS,"Revisiting phased transactional memory.",UNESP+UNICAMP,Joao P. L. de Carvalho; Guido Araujo; Alexandro Baldassin
25,2013,IPDPS,"Communication-Based Mapping Using Shared Pages.",UFRGS,Matthias Diener; Eduardo Henrique Molina da Cruz; Philippe Olivier Alexandre Navaux
26,2013,IPDPS,"High-throughput Analysis of Large Microscopy Image Datasets on CPU-GPU Cluster Platforms.",UnB,George Teodoro; Tony Pan; Tahsin M. Kurç; Jun Kong; Lee A. D. Cooper; Norbert Podhorszki; Scott Klasky; Joel H. Saltz
27,2014,IPDPS,"Comparative Performance Analysis of Intel (R) Xeon Phi (TM), GPU, and CPU: A Case Study from Microscopy Image Analysis.",UnB,George Teodoro; Tahsin M. Kurç; Jun Kong; Lee A. D. Cooper; Joel H. Saltz
28,2014,IPDPS,"Pythia: Faster Big Data in Motion through Predictive Software-Defined Network Optimization at Runtime.",PUC-RS,Marcelo Veiga Neves; César A. F. De Rose; Kostas Katrinis; Hubertus Franke
29,2016,IPDPS,"Evaluating and Improving Thread-Level Speculation in Hardware Transactional Memories.",UNICAMP,Juan Salamanca 0001; José Nelson Amaral; Guido Araujo
30,2017,IPDPS,"Efficient and Deterministic Scheduling for Parallel State Machine Replication.",PUC-RS,Odorico Machado Mendizabal; Ruda S. T. De Moura; Fernando Luís Dotti; Fernando Pedone
31,2013,ISCA,"Zombie memory: extending memory lifetime by reviving dead blocks.",UNICAMP,Rodolfo Azevedo; John D. Davis; Karin Strauss; Parikshit Gopalan; Mark S. Manasse; Sergey Yekhanin
32,2015,ISCA,"SHRINK: reducing the ISA complexity via instruction recycling.",UNICAMP,Bruno Cardoso Lopes; Rafael Auler; Luiz Ramos; Edson Borin; Rodolfo Azevedo
33,2014,PACT,"Compiler support for selective page migration in NUMA architectures.",UNICAMP+UFMG,Guilherme Piccoli; Henrique Nazaré Santos; Raphael Ernani Rodrigues; Christiane Pousa; Edson Borin; Fernando Magno Quintão Pereira
34,2014,PACT,"kMAF: automatic kernel-level management of thread and data affinity.",UFRGS,Matthias Diener; Eduardo Henrique Molina da Cruz; Philippe Olivier Alexandre Navaux; Anselm Busse; Hans-Ulrich Heiß
35,2013,PDP,"Performance Evaluation of Container-Based Virtualization for High Performance Computing Environments.",PUC-RS,Miguel G. Xavier; Marcelo Veiga Neves; Fabio D. Rossi; Tiago C. Ferreto; Timoteo Lange; César A. F. De Rose
36,2014,PDP,"A Performance Comparison of Container-Based Virtualization Systems for MapReduce Clusters.",PUC-RS,Miguel Gomes Xavier; Marcelo Veiga Neves; César Augusto Fonticielha De Rose
37,2014,PDP,"Improving the Performance of Seismic Wave Simulations with Dynamic Load Balancing.",UFSC+UFRGS,Rafael Keller Tesser; Laércio Lima Pilla; Fabrice Dupros; Philippe Olivier Alexandre Navaux; Jean-François Méhaut; Celso L. Mendes
38,2015,PDP,"A Performance Isolation Analysis of Disk-Intensive Workloads on Container-Based Clouds.",PUC-RS,Miguel G. Xavier; Israel C. De Oliveira; Fabio D. Rossi; Robson D. Dos Passos; Kassiano J. Matteussi; César A. F. De Rose
39,2015,PDP,"An Efficient Algorithm for Communication-Based Task Mapping.",UFSC+UFRGS,Eduardo Henrique Molina da Cruz; Matthias Diener; Laércio Lima Pilla; Philippe Olivier Alexandre Navaux
40,2015,PDP,"Locality vs. Balance: Exploring Data Mapping Policies on NUMA Systems.",UFRGS,Matthias Diener; Eduardo Henrique Molina da Cruz; Philippe Olivier Alexandre Navaux
41,2016,PDP,"Black-Box Optimization of Hadoop Parameters Using Derivative-Free Optimization.",UFSCar,Diego Desani; Veronica Gil Costa; Cesar A. C. Marcondes; Hermes Senger
42,2016,PDP,"Communication in Shared Memory: Concepts, Definitions, and Efficient Detection.",UFRGS,Matthias Diener; Eduardo Henrique Molina da Cruz; Marco Antonio Zanata Alves; Philippe O. A. Navaux
43,2017,PDP,"CUDA-Sankoff: Using GPU to Accelerate the Pairwise Structural RNA Alignment.",UnB,Daniel Sundfeld; Jakob Hull Havgaard; Jan Gorodkin; Alba Cristina Magalhaes Alves de Melo
44,2017,PDP,"High Performance I/O for Seismic Wave Propagation Simulations.",UFSC+UFRGS,Francieli Zanon Boito; Jean Luca Bez; Fabrice Dupros; Mario A. R. Dantas; Philippe O. A. Navaux; Hideo Aochi
45,2017,PDP,"TWINS: Server Access Coordination in the I/O Forwarding Layer.",UFRGS,Jean Luca Bez; Francieli Zanon Boito; Lucas Mello Schnorr; Philippe O. A. Navaux; Jean-François Méhaut
46,2017,SC,"Experimental and analytical study of Xeon Phi reliability.",UFSC+UFRGS,Daniel A. G. de Oliveira; Laércio Lima Pilla; Nathan DeBardeleben; Sean Blanchard; Heather Quinn; Israel Koren; Philippe O. A. Navaux; Paolo Rech
47,2017,SC,"Obtaining dynamic scheduling policies with simulation and machine learning.",UFABC,Danilo Carastan-Santos; Raphael Y. de Camargo
